Id,Incidência-2017,Incidência - 2018,Incidência - 2019,,d1 (18-17),negpos1,d2 (19-18),negpos2,
Pequi,115.15,1319.68,6394.15,,1204.53,1,5074.47,1,
Perdigão,230.41,184.4,1777.94,,-46.01,0,1593.54,1,
Perdizes,12.79,31.4,287.34,,18.61,1,255.94,1,
Perdões,23.54,18.65,1733.13,,-4.89,0,1714.48,1,
Periquito,56.31,0,0,,-56.31,0,0,0,
Pescador,559.05,46.39,141.31,,-512.66,0,94.92,1,
Piau,139.47,105.26,760.04,,-34.21,0,654.78,1,
Piedade de Caratinga,62.44,72.75,23.74,,10.31,1,-49.01,0,
Piedade de Ponte Nova,0,308.57,652.17,,308.57,1,343.6,1,
Piedade do Rio Grande,0,0,44.17,,0,0,44.17,1,
Piedade dos Gerais,20.3,0,444,,-20.3,0,444,1,
Pimenta,69.32,34.4,7264.51,,-34.92,0,7230.11,1,
Pingo d'Água,480.27,41.04,0,,-439.23,0,-41.04,0,
Pintópolis,26.53,0,1281.71,,-26.53,0,1281.71,1,
Piracema,0,0,1074.6,,0,0,1074.6,1,
Pirajuba,361.4,328.15,3888.15,,-33.25,0,3560,1,
Piranga,16.79,33.49,62.44,,16.7,1,28.95,1,
Piranguçu,18.26,36.27,18.33,,18.01,1,-17.94,0,
Piranguinho,0,0,81.87,,0,0,81.87,1,
Pirapetinga,0,18.39,27.96,,18.39,1,9.57,1,
Pirapora,24.9,33.51,1467.76,,8.61,1,1434.25,1,
Piraúba,135.12,2301.44,3864.64,,2166.32,1,1563.2,1,
Pitangui,18.33,54.14,2186.99,,35.81,1,2132.85,1,
Piuí,2.93,141.93,574.65,,139,1,432.72,1,
Planura,95.58,415.4,2807.49,,319.82,1,2392.09,1,
Poço Fundo,0,5.92,5.98,,5.92,1,0.06,1,
Poços de Caldas,3.67,4.82,12.04,,1.15,1,7.22,1,
Pocrane,0,0,1633.76,,0,0,1633.76,1,
Pompéu,163.58,88.57,1725.61,,-75.01,0,1637.04,1,
Ponte Nova,0,33.13,203,,33.13,1,169.87,1,
Ponto Chique,0,986.15,1203.68,,986.15,1,217.53,1,
Ponto dos Volantes,49.93,16.48,16.58,,-33.45,0,0.1,1,
Porteirinha,1237.09,219.41,363.64,,-1017.68,0,144.23,1,
Porto Firme,0,35.57,62.46,,35.57,1,26.89,1,
Poté,151.5,24.04,6.06,,-127.46,0,-17.98,0,
Pouso Alegre,6.95,4.76,34.93,,-2.19,0,30.17,1,
Pouso Alto,0,16.17,33.44,,16.17,1,17.27,1,
Prados,0,0,356.39,,0,0,356.39,1,
Prata,262.11,226.65,4893.82,,-35.46,0,4667.17,1,
Pratápolis,772.68,0,1122.43,,-772.68,0,1122.43,1,
Pratinha,56.9,28.02,27.99,,-28.88,0,-0.03,0,
Presidente Bernardes,0,35.96,92.63,,35.96,1,56.67,1,
Presidente Juscelino,51.61,0,2584.33,,-51.61,0,2584.33,1,
Presidente Kubitschek,0,0,332.89,,0,0,332.89,1,
Presidente Olegário,10.27,71.43,2740.36,,61.16,1,2668.93,1,
Prudente de Morais,77.01,75.64,1006.68,,-1.37,0,931.04,1,
Quartel Geral,28.44,56.23,451.72,,27.79,1,395.49,1,
Queluzita,0,102.15,258.53,,102.15,1,156.38,1,
Raposos,117.07,24.41,221.17,,-92.66,0,196.76,1,
Raul Soares,20.5,28.73,155.37,,8.23,1,126.64,1,
Recreio,299.99,28.05,551.65,,-271.94,0,523.6,1,
Reduto,0,0,225.19,,0,0,225.19,1,
Resende Costa,0,0,69.81,,0,0,69.81,1,
Resplendor,282.89,67.74,160.94,,-215.15,0,93.2,1,
Ressaquinha,0,0,0,,0,0,0,0,
Riachinho,906.45,24.13,4743.18,,-882.32,0,4719.05,1,
Riacho dos Machados,10.35,41.36,284.6,,31.01,1,243.24,1,
Ribeirão das Neves,148.76,57.17,3025.57,,-91.59,0,2968.4,1,
Ribeirão Vermelho,0,0,273.7,,0,0,273.7,1,
Rio Acima,60.46,39.51,1117.32,,-20.95,0,1077.81,1,
Rio Casca,35.1,21.23,263.56,,-13.87,0,242.33,1,
Rio do Prado,0,37.72,96.77,,37.72,1,59.05,1,
Rio Doce,38.46,0,38.48,,-38.46,0,38.48,1,
Rio Espera,0,34.33,756.89,,34.33,1,722.56,1,
Rio Manso,17.59,86.6,1798.37,,69.01,1,1711.77,1,
Rio Novo,254.14,55.04,995.41,,-199.1,0,940.37,1,
Rio Paranaíba,56.46,24.07,512.57,,-32.39,0,488.5,1,
Rio Pardo de Minas,6.51,9.67,64.98,,3.16,1,55.31,1,
Rio Piracicaba,0,6.84,376.41,,6.84,1,369.57,1,
Rio Pomba,172.81,149.49,1987.9,,-23.32,0,1838.41,1,
Rio Preto,0,0,18.29,,0,0,18.29,1,
Rio Vermelho,7.35,0,933.86,,-7.35,0,933.86,1,
Ritápolis,0,41.37,150.6,,41.37,1,109.23,1,
Rochedo de Minas,0,87.22,655.31,,87.22,1,568.09,1,
Rodeiro,104.53,2049.13,825.93,,1944.6,1,-1223.2,0,
Romaria,27.34,82.33,3439.53,,54.99,1,3357.2,1,
Rosário da Limeira,44.2,21.83,43.8,,-22.37,0,21.97,1,
Rubelita,0,29.46,596.97,,29.46,1,567.51,1,
Rubim,29.04,0,19.56,,-29.04,0,19.56,1,
Sabará,212.08,119.88,3140.58,,-92.2,0,3020.7,1,
Sabinópolis,0,6.28,83.74,,6.28,1,77.46,1,
Sacramento,54.62,246.17,1188.96,,191.55,1,942.79,1,
Salinas,7.26,7.2,1197.13,,-0.06,0,1189.93,1,
Salto da Divisa,281.41,42.09,0,,-239.32,0,-42.09,0,
Santa Bárbara,23.2,22.81,55.18,,-0.39,0,32.37,1,
Santa Bárbara do Leste,37.01,0,24.65,,-37.01,0,24.65,1,
Santa Bárbara do Monte Verde,0,0,32.08,,0,0,32.08,1,
Santa Bárbara do Tugúrio,0,0,0,,0,0,0,0,
Santa Cruz de Minas,47.46,58.5,386.37,,11.04,1,327.87,1,
Santa Cruz de Salinas,0,0,670.34,,0,0,670.34,1,
Santa Cruz do Escalvado,0,0,83.46,,0,0,83.46,1,
Santa Efigênia de Minas,43.27,21.8,67.6,,-21.47,0,45.8,1,
Santa Fé de Minas,124.72,50.19,4293.84,,-74.53,0,4243.65,1,
Santa Helena de Minas,31.44,140.41,94.56,,108.97,1,-45.85,0,
Santa Juliana,38.64,336.32,909.55,,297.68,1,573.23,1,
Santa Luzia,55.95,47.97,1206.53,,-7.98,0,1158.56,1,
Santa Margarida,12.51,0,6.21,,-12.51,0,6.21,1,
Santa Maria de Itabira,0,9.09,0,,9.09,1,-9.09,0,
Santa Maria do Salto,18.54,18.58,0,,0.04,1,-18.58,0,
Santa Maria do Suaçuí,20.18,0,444.6,,-20.18,0,444.6,1,
Santa Rita de Caldas,0,0,22.29,,0,0,22.29,1,
Santa Rita de Jacutinga,0,0,20.39,,0,0,20.39,1,
Santa Rita de Minas,0,0,13.98,,0,0,13.98,1,
Santa Rita do Ibitipoca,0,84.13,0,,84.13,1,-84.13,0,
Santa Rita do Itueto,139.4,0,54.33,,-139.4,0,54.33,1,
Santa Rita do Sapucaí,4.83,2.36,91.23,,-2.47,0,88.87,1,
Santa Rosa da Serra,118.76,0,119.65,,-118.76,0,119.65,1,
Santa Vitória,283.67,498.83,1060.79,,215.16,1,561.96,1,
Santana da Vargem,40.82,122.92,252.53,,82.1,1,129.61,1,
Santana de Cataguases,78.21,25.8,51.91,,-52.41,0,26.11,1,
Santana de Pirapama,62.25,0,792.62,,-62.25,0,792.62,1,
Santana do Deserto,0,0,176.28,,0,0,176.28,1,
Santana do Garambéu,0,0,0,,0,0,0,0,
Santana do Jacaré,0,61.72,62.41,,61.72,1,0.69,1,
Santana do Manhuaçu,11.31,0,11.52,,-11.31,0,11.52,1,
Santana do Paraíso,221.49,1443.89,138.5,,1222.4,1,-1305.39,0,
Santana do Riacho,187.88,116.25,1871.78,,-71.63,0,1755.53,1,
Santana dos Montes,0,25.73,184.75,,25.73,1,159.02,1,
Santo Antônio do Amparo,0,5.39,537.05,,5.39,1,531.66,1,
Santo Antônio do Aventureiro,0,0,55.52,,0,0,55.52,1,
Santo Antônio do Grama,0,0,457.2,,0,0,457.2,1,
Santo Antônio do Itambé,24.43,0,670.62,,-24.43,0,670.62,1,
Santo Antônio do Jacinto,199.87,25.05,34.26,,-174.82,0,9.21,1,
Santo Antônio do Monte,14.41,24.9,766.38,,10.49,1,741.48,1,
Santo Antônio do Retiro,0,0,454.8,,0,0,454.8,1,
Santo Antônio do Rio Abaixo,0,55.16,0,,55.16,1,-55.16,0,
Santo Hipólito,154.04,31.08,1576.07,,-122.96,0,1544.99,1,
Santos Dumont,4.21,2.1,27.92,,-2.11,0,25.82,1,
São Bento Abade,277.61,0,0,,-277.61,0,0,0,
São Brás do Suaçuí,26.94,106.75,429.99,,79.81,1,323.24,1,
São Domingos das Dores,0,0,0,,0,0,0,0,
São Domingos do Prata,11.24,28.11,293.22,,16.87,1,265.11,1,
São Félix de Minas,28.89,57.84,29.61,,28.95,1,-28.23,0,
São Francisco,354.47,59.85,1436.89,,-294.62,0,1377.04,1,
São Francisco de Paula,0,0,153.02,,0,0,153.02,1,
São Francisco de Sales,81.3,64.27,2693.55,,-17.03,0,2629.28,1,
São Francisco do Glória,38.87,0,81.82,,-38.87,0,81.82,1,
São Geraldo,77.86,1150.78,361.72,,1072.92,1,-789.06,0,
São Geraldo da Piedade,0,0,0,,0,0,0,0,
São Geraldo do Baixio,52.16,0,0,,-52.16,0,0,0,
São Gonçalo do Abaeté,147.49,101.48,1386.68,,-46.01,0,1285.2,1,
São Gonçalo do Pará,326.07,66.75,3699.46,,-259.32,0,3632.71,1,
São Gonçalo do Rio Abaixo,37.78,9.28,462.19,,-28.5,0,452.91,1,
São Gonçalo do Rio Preto,0,0,759.25,,0,0,759.25,1,
São Gonçalo do Sapucaí,63.31,23.51,106.58,,-39.8,0,83.07,1,
São Gotardo,17.43,2.86,816.62,,-14.57,0,813.76,1,
São João Batista do Glória,13.62,26.91,1093.56,,13.29,1,1066.65,1,
São João da Lagoa,81.6,141.64,1981.21,,60.04,1,1839.57,1,
São João da Mata,0,0,0,,0,0,0,0,
São João da Ponte,84.92,193.38,1640.58,,108.46,1,1447.2,1,
São João das Missões,0,450.94,961.31,,450.94,1,510.37,1,
São João del Rei,36.92,52.07,629.09,,15.15,1,577.02,1,
São João do Manhuaçu,0,0,43.71,,0,0,43.71,1,
São João do Manteninha,35.4,0,431.18,,-35.4,0,431.18,1,
São João do Oriente,63.39,38.37,26.48,,-25.02,0,-11.89,0,
São João do Pacuí,0,250.23,979.72,,250.23,1,729.49,1,
São João do Paraíso,0,12.64,119.03,,12.64,1,106.39,1,
São João Evangelista,6.23,0,500.6,,-6.23,0,500.6,1,
São João Nepomuceno,129.1,56.52,6626.83,,-72.58,0,6570.31,1,
São Joaquim de Bicas,92.59,19.89,4569.36,,-72.7,0,4549.47,1,
São José da Barra,123.8,0,501.97,,-123.8,0,501.97,1,
São José da Lapa,13.48,78.57,2035.49,,65.09,1,1956.92,1,
São José da Safira,538.14,23.24,1786.13,,-514.9,0,1762.89,1,
São José da Varginha,0,165.49,750.96,,165.49,1,585.47,1,
São José do Alegre,0,0,23.91,,0,0,23.91,1,
São José do Divino,101.42,0,232.86,,-101.42,0,232.86,1,
São José do Goiabal,0,17.75,1558.49,,17.75,1,1540.74,1,
São José do Jacuri,0,0,231.59,,0,0,231.59,1,
São José do Mantimento,0,0,0,,0,0,0,0,
São Lourenço,2.23,4.4,19.79,,2.17,1,15.39,1,
São Miguel do Anta,0,0,100.97,,0,0,100.97,1,
São Pedro da União,0,40.72,254.83,,40.72,1,214.11,1,
São Pedro do Suaçuí,0,0,548.1,,0,0,548.1,1,
São Pedro dos Ferros,24.14,12.22,203.61,,-11.92,0,191.39,1,
São Romão,69.25,33.64,1787.63,,-35.61,0,1753.99,1,
São Roque de Minas,28.43,84.6,28.47,,56.17,1,-56.13,0,
São Sebastião da Bela Vista,0,0,0,,0,0,0,0,
São Sebastião da Vargem Alegre,0,66.53,33.43,,66.53,1,-33.1,0,
São Sebastião do Anta,0,46.74,632.81,,46.74,1,586.07,1,
São Sebastião do Maranhão,0,19.03,49.36,,19.03,1,30.33,1,
São Sebastião do Oeste,31.1,30.35,508.68,,-0.75,0,478.33,1,
São Sebastião do Paraíso,38.81,63.8,2448.55,,24.99,1,2384.75,1,
São Sebastião do Rio Preto,0,0,0,,0,0,0,0,
São Sebastião do Rio Verde,44.88,44.46,0,,-0.42,0,-44.46,0,
São Tiago,55.26,27.09,247.21,,-28.17,0,220.12,1,
São Tomás de Aquino,28.42,41.54,3081.51,,13.12,1,3039.97,1,
São Tomé das Letras,0,14.07,28.34,,14.07,1,14.27,1,
São Vicente de Minas,0,0,52.04,,0,0,52.04,1,
Sapucaí-Mirim,14.84,43.8,0,,28.96,1,-43.8,0,
Sardoá,32.88,16.13,16.04,,-16.75,0,-0.09,0,
Sarzedo,100.37,38.66,5441.39,,-61.71,0,5402.73,1,
Sem-Peixe,0,36.02,0,,36.02,1,-36.02,0,
Senador Amaral,18.45,18.39,0,,-0.06,0,-18.39,0,
Senador Cortes,0,48.8,1494.77,,48.8,1,1445.97,1,
Senador Firmino,103.9,256.67,154.56,,152.77,1,-102.11,0,
Senador José Bento,0,0,0,,0,0,0,0,
Senador Modestino Gonçalves,0,0,118.79,,0,0,118.79,1,
Senhora de Oliveira,0,33.94,69.13,,33.94,1,35.19,1,
Senhora do Porto,0,27.76,0,,27.76,1,-27.76,0,
Senhora dos Remédios,9.45,0,57.41,,-9.45,0,57.41,1,
Sericita,0,0,109.3,,0,0,109.3,1,
Seritinga,53.62,53.36,0,,-0.26,0,-53.36,0,
Serra Azul de Minas,0,0,23.29,,0,0,23.29,1,
Serra da Saudade,489,492.61,0,,3.61,1,-492.61,0,
Serra do Salitre,26.49,34.81,582.96,,8.32,1,548.15,1,
Serra dos Aimorés,171.1,68.11,0,,-102.99,0,-68.11,0,
Serrania,102.62,89.61,13.04,,-13.01,0,-76.57,0,
Serranópolis de Minas,42.44,83.88,105.22,,41.44,1,21.34,1,
Serranos,0,0,0,,0,0,0,0,
Serro,14,9.33,228.65,,-4.67,0,219.32,1,
Sete Lagoas,14.22,15.66,1587.96,,1.44,1,1572.3,1,
Setubinha,701.19,16.58,115.38,,-684.61,0,98.8,1,
Silveirânia,87.64,0,88.57,,-87.64,0,88.57,1,
Silvianópolis,0,15.84,0,,15.84,1,-15.84,0,
Simão Pereira,0,0,0,,0,0,0,0,
Simonésia,0,5.09,20.48,,5.09,1,15.39,1,
Sobrália,17.12,17.27,35.75,,0.15,1,18.48,1,
Soledade de Minas,49.55,0,16.36,,-49.55,0,16.36,1,
Tabuleiro,149.22,50.47,4905.06,,-98.75,0,4854.59,1,
Taiobeiras,21.01,8.87,318.98,,-12.14,0,310.11,1,
Taparuba,31.22,93.87,1667.2,,62.65,1,1573.33,1,
Tapira,22.02,0,21.23,,-22.02,0,21.23,1,
Tapiraí,0,0,0,,0,0,0,0,
Taquaraçu de Minas,49.63,0,2145.5,,-49.63,0,2145.5,1,
Tarumirim,272.63,47.73,20.91,,-224.9,0,-26.82,0,
Teixeiras,16.96,8.45,42.92,,-8.51,0,34.47,1,
Teófilo Otoni,979.82,66.23,64.89,,-913.59,0,-1.34,0,
Timóteo,213.61,666.81,141.43,,453.2,1,-525.38,0,
Tiradentes,39.27,0,2371.29,,-39.27,0,2371.29,1,
Tiros,29.11,0,152.93,,-29.11,0,152.93,1,
Tocantins,126.22,912.56,2343.09,,786.34,1,1430.53,1,
Tocos do Moji,24.25,0,0,,-24.25,0,0,0,
Toledo,32.5,0,16.08,,-32.5,0,16.08,1,
Tombos,0,11.4,170.71,,11.4,1,159.31,1,
Três Corações,1306.45,5.06,50.69,,-1301.39,0,45.63,1,
Três Marias,80.57,362.92,3242.25,,282.35,1,2879.33,1,
Três Pontas,411.3,68.3,2757.05,,-343,0,2688.75,1,
Tumiritinga,419.85,133.55,89.58,,-286.3,0,-43.97,0,
Tupaciguara,141.94,90.06,221.76,,-51.88,0,131.7,1,
Turmalina,2734.66,35.42,717.28,,-2699.24,0,681.86,1,
Turvolândia,0,0,59.9,,0,0,59.9,1,
Ubá,165.75,1533.1,249.42,,1367.35,1,-1283.68,0,
Ubaí,0,31.92,4548.37,,31.92,1,4516.45,1,
Ubaporanga,7.96,39.61,24.1,,31.65,1,-15.51,0,
Uberaba,67.05,121.85,1553.15,,54.8,1,1431.3,1,
Uberlândia,264.96,266.33,5539.43,,1.37,1,5273.1,1,
Umburatiba,73.34,0,76.16,,-73.34,0,76.16,1,
Unaí,256.98,708.5,3991.27,,451.52,1,3282.77,1,
União de Minas,0,67.39,832.37,,67.39,1,764.98,1,
Uruana de Minas,299.76,59.92,1438.63,,-239.84,0,1378.71,1,
Urucânia,18.89,28.33,125.35,,9.44,1,97.02,1,
Urucuia,6.43,18.64,1873.45,,12.21,1,1854.81,1,
Vargem Alegre,195.96,90.47,61.62,,-105.49,0,-28.85,0,
Vargem Bonita,0,0,370.71,,0,0,370.71,1,
Vargem Grande do Rio Pardo,0,0,60.16,,0,0,60.16,1,
Varginha,302.22,28.28,53.54,,-273.94,0,25.26,1,
Varjão de Minas,44.37,28.79,961.67,,-15.58,0,932.88,1,
Várzea da Palma,36.33,38.34,3653.03,,2.01,1,3614.69,1,
Varzelândia,2659.63,197.74,2627.36,,-2461.89,0,2429.62,1,
Vazante,19.37,211.7,3515.61,,192.33,1,3303.91,1,
Verdelândia,22.08,271.15,172.69,,249.07,1,-98.46,0,
Veredinha,0,0,17.51,,0,0,17.51,1,
Veríssimo,26.14,76.71,6023.79,,50.57,1,5947.08,1,
Vermelho Novo,0,0,0,,0,0,0,0,
Vespasiano,18.56,14.71,1620.72,,-3.85,0,1606.01,1,
Viçosa,11.64,19.14,532.66,,7.5,1,513.52,1,
Vieiras,0,0,27.56,,0,0,27.56,1,
Virgem da Lapa,7.13,7.12,79.92,,-0.01,0,72.8,1,
Virgínia,0,0,0,,0,0,0,0,
Virginópolis,0,0,9.49,,0,0,9.49,1,
Virgolândia,17.66,35.63,295.2,,17.97,1,259.57,1,
Visconde do Rio Branco,250.11,1867.31,927.66,,1617.2,1,-939.65,0,
Volta Grande,0,0,324.24,,0,0,324.24,1,
Wenceslau Braz,0,0,39.09,,0,0,39.09,1,