freq,casos,p_rt1,p_inc100k,nivel
272,0,0,0,1
272,0,0,0,1
272,1,0,11,1
272,1,0,11,1
272,0,0,0,1
272,0,0,0,1
272,4,0,45,1
272,4,0,45,1
272,6,0,68,1
272,5,0,56,1
272,6,0,68,1
272,8,0,90,1
272,4,0,45,1
272,6,0,68,1
272,18,0,215,1
272,13,0,158,4
272,22,0,283,4
272,9,0,113,2
272,14,0,192,2
272,19,0,306,4
272,10,0,192,4
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,0,0,0,1
207,2,0,25,1
207,6,0,75,1
207,9,0,125,1
207,6,0,87,1
207,17,0,275,1
207,4,0,62,1
207,12,0,262,1
3218,0,0,0,1
3218,8,0,32,1
3218,2,0,8,1
3218,4,0,16,1
3218,1,0,4,1
3218,2,0,8,1
3218,0,0,0,1
3218,0,0,0,1
3218,0,0,0,1
3218,1,0,4,1
3218,0,0,0,1
3218,1,0,4,1
3218,0,0,0,1
3218,0,0,0,1
3218,0,0,0,1
3218,0,0,0,1
3218,0,0,0,1
3218,0,0,0,1
3218,1,0,4,1
3218,0,0,0,1
3218,0,0,0,1
3218,0,0,0,1
3218,0,0,0,1
3218,0,0,0,1
3218,0,0,0,1
3218,0,0,0,1
3218,0,0,0,1
3218,0,0,0,1
3218,0,0,0,1
3218,0,0,0,1
3218,0,0,0,1
3218,0,0,0,1
3218,0,0,0,1
3218,0,0,0,1
3218,1,0,4,1
3218,1,0,4,1
3218,0,0,0,1
3218,0,0,0,1
3218,1,0,4,1
3218,1,0,4,1
3218,0,0,0,1
3218,0,0,0,1
3218,0,0,0,1
3218,0,0,0,1
3218,0,0,0,1
3218,0,0,0,1
3218,1,0,4,1
3218,0,0,0,1
3218,0,0,0,1
3218,0,0,0,1
3218,0,0,0,1
3218,0,0,0,1
3218,0,0,0,1
3218,0,0,0,1
3218,0,0,0,1
3218,0,0,0,1
3218,0,0,0,1
3218,0,0,0,1
3218,0,0,0,1
3218,2,0,8,1
3218,2,0,8,1
3218,1,0,4,1
3218,3,0,12,1
3218,3,0,12,1
3218,6,0,24,1
3218,4,0,16,1
3218,3,0,12,1
3218,20,0,98,1
3218,15,0,78,4
3218,10,0,57,4
3218,11,0,78,4
700,0,0,0,1
700,0,0,0,1
700,0,0,0,1
700,1,0,10,1
700,0,0,0,1
700,0,0,0,1
700,0,0,0,1
700,0,0,0,1
700,1,0,10,1
700,0,0,0,1
700,1,0,10,1
700,0,0,0,1
700,0,0,0,1
700,0,0,0,1
700,0,0,0,1
700,0,0,0,1
700,1,0,10,1
700,0,0,0,1
700,0,0,0,1
700,0,0,0,1
700,0,0,0,1
700,0,0,0,1
700,0,0,0,1
700,0,0,0,1
700,0,0,0,1
700,0,0,0,1
700,0,0,0,1
700,0,0,0,1
700,0,0,0,1
700,0,0,0,1
700,0,0,0,1
700,0,0,0,1
700,0,0,0,1
700,0,0,0,1
700,0,0,0,1
700,0,0,0,1
700,0,0,0,1
700,0,0,0,1
700,0,0,0,1
700,0,0,0,1
700,0,0,0,1
700,0,0,0,1
700,0,0,0,1
700,0,0,0,1
700,0,0,0,1
700,0,0,0,1
700,0,0,0,1
700,0,0,0,1
700,0,0,0,1
700,0,0,0,1
700,0,0,0,1
700,0,0,0,1
700,0,0,0,1
700,2,0,20,1
700,0,0,0,1
700,0,0,0,1
700,0,0,0,1
700,1,0,10,1
700,2,0,20,1
700,0,0,0,1
700,0,0,0,1
700,1,0,10,1
700,6,0,62,1
700,4,0,41,1
700,8,0,83,1
700,9,0,93,1
700,19,0,228,1
700,25,0,312,4
700,71,1,1019,4
700,76,1,1228,4
700,49,0,967,4
222,0,0,0,1
222,1,0,12,1
222,2,0,24,1
222,1,0,12,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,0,0,0,1
222,1,0,12,1
222,1,0,12,1
222,0,0,0,1
222,0,0,0,1
222,1,0,12,1
222,2,0,24,1
222,1,0,12,1
222,8,0,99,1
222,6,0,74,1
222,3,0,37,1
222,2,0,24,1
222,2,0,24,1
222,6,0,86,1
222,12,0,186,1
222,7,0,111,1
222,13,0,272,1
24,0,0,0,1
24,1,0,42,1
24,0,0,0,1
24,2,0,85,1
24,0,0,0,1
24,0,0,0,1
24,0,0,0,1
24,1,0,42,1
24,0,0,0,1
24,2,0,85,1
24,0,0,0,1
24,3,0,128,1
24,4,0,171,1
24,0,0,0,1
24,0,0,0,1
24,0,0,0,1
24,1,0,42,1
24,0,0,0,1
24,0,0,0,1
24,1,0,42,1
24,0,0,0,1
24,1,0,42,1
24,0,0,0,1
24,0,0,0,1
24,0,0,0,1
24,0,0,0,1
24,0,0,0,1
24,1,0,42,1
24,0,0,0,1
24,0,0,0,1
24,0,0,0,1
24,1,0,42,1
24,0,0,0,1
24,0,0,0,1
24,0,0,0,1
24,0,0,0,1
24,0,0,0,1
24,0,0,0,1
24,0,0,0,1
24,0,0,0,1
24,0,0,0,1
24,0,0,0,1
24,0,0,0,1
24,0,0,0,1
24,0,0,0,1
24,0,0,0,1
24,2,0,85,1
24,0,0,0,1
24,0,0,0,1
24,0,0,0,1
24,0,0,0,1
24,0,0,0,1
24,0,0,0,1
24,4,0,171,1
24,2,0,85,1
24,0,0,0,1
24,1,0,42,1
24,0,0,0,1
24,0,0,0,1
24,1,0,42,1
24,0,0,0,1
24,0,0,0,1
24,1,0,42,1
24,1,0,42,1
24,0,0,0,1
24,4,0,171,1
24,7,0,299,1
24,3,0,128,1
24,7,0,342,1
24,1,0,42,1
24,4,0,256,1
3266,4,0,5,1
3266,6,0,7,1
3266,1,0,1,1
3266,7,0,8,1
3266,6,0,7,1
3266,5,0,6,1
3266,4,0,5,1
3266,10,0,12,1
3266,12,0,15,1
3266,4,0,5,1
3266,4,0,5,2
3266,4,0,5,2
3266,6,0,7,1
3266,6,0,7,1
3266,6,0,7,1
3266,4,0,5,1
3266,1,0,1,1
3266,0,0,0,1
3266,1,0,1,1
3266,2,0,2,1
3266,2,0,2,1
3266,0,0,0,1
3266,1,0,1,1
3266,3,0,3,1
3266,0,0,0,1
3266,1,0,1,1
3266,1,0,1,1
3266,1,0,1,1
3266,4,0,5,1
3266,1,0,1,1
3266,1,0,1,1
3266,4,0,5,1
3266,1,0,1,1
3266,1,0,1,1
3266,2,0,2,1
3266,0,0,0,1
3266,4,0,5,1
3266,2,0,2,1
3266,1,0,1,1
3266,4,0,5,1
3266,5,0,6,1
3266,6,0,7,1
3266,8,0,10,1
3266,18,0,22,1
3266,13,0,16,4
3266,15,0,18,4
3266,13,0,16,4
3266,5,0,6,2
3266,6,0,7,2
3266,2,0,2,2
3266,0,0,0,1
3266,0,0,0,1
3266,4,0,5,1
3266,8,0,10,2
3266,9,0,11,2
3266,12,0,15,2
3266,10,0,12,1
3266,20,0,25,1
3266,32,0,41,4
3266,24,0,31,4
3266,37,0,49,4
3266,41,0,55,4
3266,86,0,118,4
3266,134,1,190,4
3266,206,1,301,4
3266,369,1,561,4
3266,398,1,630,4
3266,442,1,741,4
3266,779,1,1419,4
3266,334,0,678,4
3266,1,0,1,2
549,0,0,0,1
549,0,0,0,1
549,0,0,0,1
549,0,0,0,1
549,2,0,25,1
549,0,0,0,1
549,0,0,0,1
549,0,0,0,1
549,0,0,0,1
549,0,0,0,1
549,0,0,0,1
549,0,0,0,1
549,0,0,0,1
549,0,0,0,1
549,0,0,0,1
549,1,0,12,1
549,0,0,0,1
549,0,0,0,1
549,1,0,12,1
549,0,0,0,1
549,0,0,0,1
549,0,0,0,1
549,2,0,25,1
549,0,0,0,1
549,4,0,51,1
549,3,0,38,1
549,0,0,0,1
549,0,0,0,1
549,0,0,0,1
549,0,0,0,1
549,0,0,0,1
549,0,0,0,1
549,0,0,0,1
549,0,0,0,1
549,0,0,0,1
549,0,0,0,1
549,0,0,0,1
549,0,0,0,1
549,0,0,0,1
549,0,0,0,1
549,0,0,0,1
549,0,0,0,1
549,0,0,0,1
549,0,0,0,1
549,0,0,0,1
549,0,0,0,1
549,0,0,0,1
549,0,0,0,1
549,0,0,0,1
549,0,0,0,1
549,0,0,0,1
549,0,0,0,1
549,1,0,12,1
549,0,0,0,1
549,5,0,64,1
549,4,0,51,1
549,3,0,38,2
549,11,0,140,2
549,20,0,256,4
549,7,0,89,2
549,15,0,192,2
549,4,0,51,2
549,24,0,320,2
549,91,1,1305,4
549,35,0,499,4
549,53,0,780,4
549,65,0,1011,4
549,35,0,550,4
549,31,0,524,4
549,45,0,857,4
549,35,0,832,4
26,2,0,61,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,1,0,30,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,0,0,0,1
26,1,0,30,1
26,1,0,30,1
26,1,0,30,1
26,0,0,0,1
26,0,0,0,1
26,8,0,247,1
26,12,0,371,1
26,8,0,247,1
26,10,0,340,1
26,6,0,185,1
26,1,0,30,1
26,0,0,0,1
26,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,1,0,11,1
302,0,0,0,1
302,0,0,0,1
302,1,0,11,1
302,1,0,11,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,1,0,11,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,0,0,0,1
302,2,0,22,1
302,3,0,33,1
302,2,0,22,1
302,0,0,0,1
302,1,0,11,1
302,6,0,66,1
302,12,0,144,1
302,13,0,155,4
302,12,0,144,4
302,14,0,177,4
302,13,0,177,4
302,2,0,22,2
302,5,0,77,2
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,3,0,102,1
466,2,0,68,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,0,0,0,1
466,3,0,102,1
466,0,0,0,1
466,3,0,102,1
466,1,0,34,1
466,1,0,34,1
466,3,0,102,1
466,8,0,308,1
466,8,0,377,1
466,7,0,377,4
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,1,0,26,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,1,0,26,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,1,0,26,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,1,0,26,1
816,0,0,0,1
816,1,0,26,1
816,1,0,26,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,0,0,0,1
816,3,0,80,1
816,2,0,53,1
816,3,0,80,1
816,4,0,107,1
816,6,0,161,1
816,7,0,215,1
816,5,0,161,1
816,2,0,53,1
5407,14,0,5,1
5407,39,0,16,1
5407,51,0,21,1
5407,52,0,22,3
5407,25,0,10,2
5407,22,0,9,2
5407,17,0,7,2
5407,26,0,11,2
5407,29,0,12,2
5407,19,0,8,2
5407,26,0,11,2
5407,22,0,9,2
5407,18,0,7,2
5407,15,0,6,1
5407,11,0,4,1
5407,8,0,3,1
5407,3,0,1,1
5407,4,0,1,1
5407,4,0,1,1
5407,5,0,2,1
5407,4,0,1,1
5407,1,0,0,1
5407,0,0,0,1
5407,2,0,0,1
5407,2,0,0,1
5407,2,0,0,1
5407,4,0,1,1
5407,0,0,0,1
5407,3,0,1,1
5407,2,0,0,1
5407,4,0,1,1
5407,1,0,0,1
5407,3,0,1,1
5407,5,0,2,1
5407,1,0,0,1
5407,4,0,1,1
5407,9,0,3,1
5407,4,0,1,1
5407,4,0,1,1
5407,5,0,2,1
5407,2,0,0,1
5407,2,0,0,1
5407,6,0,2,1
5407,4,0,1,1
5407,1,0,0,1
5407,2,0,0,1
5407,8,0,3,1
5407,4,0,1,1
5407,5,0,2,1
5407,4,0,1,1
5407,0,0,0,1
5407,0,0,0,1
5407,7,0,2,1
5407,15,0,6,1
5407,17,0,7,1
5407,31,0,13,3
5407,58,0,25,3
5407,71,0,31,3
5407,101,0,45,3
5407,113,0,51,4
5407,119,0,54,4
5407,98,0,45,4
5407,170,0,80,4
5407,226,1,109,4
5407,350,1,175,4
5407,557,1,289,4
5407,746,1,403,4
5407,678,1,387,4
5407,634,0,391,4
5407,347,0,239,4
5407,122,0,102,4
1192,1,0,4,1
1192,1,0,4,1
1192,1,0,4,1
1192,0,0,0,1
1192,2,0,8,1
1192,2,0,8,1
1192,0,0,0,1
1192,0,0,0,1
1192,0,0,0,1
1192,2,0,8,1
1192,0,0,0,1
1192,0,0,0,1
1192,0,0,0,1
1192,0,0,0,1
1192,1,0,4,1
1192,1,0,4,1
1192,1,0,4,1
1192,0,0,0,1
1192,0,0,0,1
1192,1,0,4,1
1192,0,0,0,1
1192,0,0,0,1
1192,0,0,0,1
1192,0,0,0,1
1192,0,0,0,1
1192,0,0,0,1
1192,0,0,0,1
1192,0,0,0,1
1192,0,0,0,1
1192,0,0,0,1
1192,0,0,0,1
1192,0,0,0,1
1192,0,0,0,1
1192,0,0,0,1
1192,0,0,0,1
1192,0,0,0,1
1192,0,0,0,1
1192,0,0,0,1
1192,0,0,0,1
1192,0,0,0,1
1192,0,0,0,1
1192,1,0,4,1
1192,1,0,4,1
1192,0,0,0,1
1192,2,0,8,1
1192,1,0,4,1
1192,0,0,0,1
1192,0,0,0,1
1192,0,0,0,1
1192,0,0,0,1
1192,0,0,0,1
1192,0,0,0,1
1192,0,0,0,1
1192,0,0,0,1
1192,0,0,0,1
1192,2,0,8,1
1192,2,0,8,1
1192,2,0,8,1
1192,3,0,12,1
1192,9,0,38,1
1192,8,0,33,1
1192,6,0,25,1
1192,12,0,50,1
1192,12,0,50,4
1192,14,0,63,4
1192,22,0,101,4
1192,39,0,195,4
1192,43,0,229,4
1192,90,1,526,4
1192,52,0,339,4
1192,0,0,0,2
538,0,0,0,1
538,0,0,0,1
538,0,0,0,1
538,0,0,0,1
538,0,0,0,1
538,0,0,0,1
538,0,0,0,1
538,0,0,0,1
538,1,0,6,1
538,0,0,0,1
538,0,0,0,1
538,2,0,12,1
538,1,0,6,1
538,0,0,0,1
538,3,0,19,1
538,2,0,12,1
538,0,0,0,1
538,0,0,0,1
538,0,0,0,1
538,0,0,0,1
538,0,0,0,1
538,0,0,0,1
538,0,0,0,1
538,0,0,0,1
538,0,0,0,1
538,0,0,0,1
538,0,0,0,1
538,0,0,0,1
538,0,0,0,1
538,0,0,0,1
538,0,0,0,1
538,0,0,0,1
538,0,0,0,1
538,0,0,0,1
538,0,0,0,1
538,0,0,0,1
538,0,0,0,1
538,0,0,0,1
538,0,0,0,1
538,0,0,0,1
538,0,0,0,1
538,0,0,0,1
538,0,0,0,1
538,0,0,0,1
538,0,0,0,1
538,0,0,0,1
538,0,0,0,1
538,0,0,0,1
538,0,0,0,1
538,0,0,0,1
538,0,0,0,1
538,0,0,0,1
538,1,0,6,1
538,1,0,6,1
538,2,0,12,1
538,1,0,6,1
538,1,0,6,1
538,2,0,12,1
538,2,0,12,1
538,9,0,58,1
538,18,0,116,1
538,27,0,181,4
538,86,1,610,4
538,37,0,259,4
538,21,0,149,4
538,20,0,142,4
538,24,0,181,4
538,8,0,58,2
538,10,0,77,2
538,8,0,64,2
538,9,0,97,2
798,0,0,0,1
798,1,0,3,1
798,0,0,0,1
798,2,0,6,1
798,3,0,9,1
798,3,0,9,1
798,1,0,3,1
798,0,0,0,1
798,0,0,0,1
798,2,0,6,1
798,1,0,3,1
798,1,0,3,1
798,2,0,6,1
798,1,0,3,1
798,0,0,0,1
798,1,0,3,1
798,4,0,12,1
798,0,0,0,1
798,0,0,0,1
798,0,0,0,1
798,0,0,0,1
798,0,0,0,1
798,0,0,0,1
798,0,0,0,1
798,0,0,0,1
798,1,0,3,1
798,0,0,0,1
798,0,0,0,1
798,0,0,0,1
798,0,0,0,1
798,0,0,0,1
798,0,0,0,1
798,0,0,0,1
798,0,0,0,1
798,0,0,0,1
798,0,0,0,1
798,1,0,3,1
798,0,0,0,1
798,1,0,3,1
798,0,0,0,1
798,0,0,0,1
798,0,0,0,1
798,1,0,3,1
798,0,0,0,1
798,0,0,0,1
798,0,0,0,1
798,2,0,6,1
798,1,0,3,1
798,0,0,0,1
798,0,0,0,1
798,0,0,0,1
798,0,0,0,1
798,2,0,6,1
798,2,0,6,1
798,2,0,6,1
798,2,0,6,1
798,2,0,6,1
798,5,0,15,1
798,3,0,9,1
798,2,0,6,1
798,0,0,0,1
798,2,0,6,1
798,5,0,15,1
798,12,0,41,1
798,36,0,127,4
798,33,0,121,4
798,61,0,235,4
798,55,0,219,4
798,126,1,560,4
798,22,0,101,4
798,0,0,0,2
999,12,0,1,2
999,22,0,3,2
999,21,0,3,2
999,32,0,5,2
999,15,0,2,2
999,12,0,2,2
999,8,0,1,2
999,15,0,3,2
999,3,0,0,2
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,1,0,38,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,1,0,38,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,1,0,38,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,1,0,38,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,0,0,0,1
266,3,0,114,1
266,2,0,76,1
266,3,0,114,1
266,1,0,38,1
266,0,0,0,1
1525,0,0,0,1
1525,0,0,0,1
1525,0,0,0,1
1525,1,0,19,1
1525,0,0,0,1
1525,0,0,0,1
1525,0,0,0,1
1525,0,0,0,1
1525,1,0,19,1
1525,0,0,0,1
1525,0,0,0,1
1525,0,0,0,1
1525,0,0,0,1
1525,0,0,0,1
1525,1,0,19,1
1525,0,0,0,1
1525,0,0,0,1
1525,0,0,0,1
1525,1,0,19,1
1525,0,0,0,1
1525,0,0,0,1
1525,0,0,0,1
1525,0,0,0,1
1525,0,0,0,1
1525,0,0,0,1
1525,0,0,0,1
1525,0,0,0,1
1525,0,0,0,1
1525,0,0,0,1
1525,0,0,0,1
1525,0,0,0,1
1525,0,0,0,1
1525,0,0,0,1
1525,0,0,0,1
1525,0,0,0,1
1525,0,0,0,1
1525,0,0,0,1
1525,0,0,0,1
1525,0,0,0,1
1525,0,0,0,1
1525,0,0,0,1
1525,0,0,0,1
1525,1,0,19,1
1525,0,0,0,1
1525,0,0,0,1
1525,0,0,0,1
1525,0,0,0,1
1525,0,0,0,1
1525,0,0,0,1
1525,0,0,0,1
1525,0,0,0,1
1525,0,0,0,1
1525,0,0,0,1
1525,0,0,0,1
1525,0,0,0,1
1525,3,0,59,1
1525,1,0,19,1
1525,0,0,0,1
1525,3,0,59,1
1525,2,0,39,1
1525,6,0,119,1
1525,3,0,59,1
1525,2,0,39,1
1525,6,0,119,1
1525,12,0,258,1
1525,4,0,79,1
1525,18,0,397,1
1525,12,0,278,4
1525,33,0,874,4
1525,27,0,794,4
1525,35,0,1291,4
